Case_ID,Activity,Timestamp,Resource,Department,Incident_Type
INC_1139,Escalated,2026-04-12 12:48:27.754822,Brea,Tier 1,Network Issue
INC_1139,In Progress,2026-04-12 13:03:27.754822,David,Tier 2 - Network,Network Issue
INC_1139,Resolved,2026-04-12 21:26:44.939800,David,Tier 2 - Network,Network Issue
INC_1139,Closed,2026-04-12 22:26:44.939800,Brea,Tier 1,Network Issue
INC_1140,Ticket Created,2026-04-24 15:00:00.000000,Alex,Tier 1,Software Bug
INC_1140,Escalated,2026-04-24 16:02:43.029822,Alex,Tier 1,Software Bug
INC_1140,In Progress,2026-04-24 16:17:43.029822,Grace,Tier 2 - Software,Software Bug
INC_1140,Resolved,2026-04-25 01:32:31.735210,Grace,Tier 2 - Software,Software Bug
INC_1140,Closed,2026-04-25 02:32:31.735210,Alex,Tier 1,Software Bug
INC_1141,Ticket Created,2026-04-19 12:00:00.000000,Brea,Tier 1,Software Bug
INC_1141,Escalated,2026-04-19 13:00:00.000000,Brea,Tier 1,Software Bug
INC_1141,Awaiting Info,2026-04-19 15:00:00.000000,Grace,Tier 2 - Software,Software Bug
INC_1141,In Progress,2026-04-20 09:45:15.675998,Brea,Tier 1,Software Bug
INC_1141,Resolved,2026-04-20 12:51:50.903214,Grace,Tier 2 - Software,Software Bug
INC_1141,Closed,2026-04-20 14:51:50.903214,Brea,Tier 1,Software Bug
INC_1142,Ticket Created,2026-04-26 14:00:00.000000,Dani,Tier 1,Software Bug
INC_1142,Escalated,2026-04-26 15:00:00.000000,Dani,Tier 1,Software Bug
INC_1142,Awaiting Info,2026-04-26 17:00:00.000000,Frank,Tier 2 - Software,Software Bug
INC_1142,In Progress,2026-04-27 06:30:15.089394,Dani,Tier 1,Software Bug
INC_1142,Resolved,2026-04-27 10:02:44.593995,Frank,Tier 2 - Software,Software Bug
INC_1142,Closed,2026-04-27 12:02:44.593995,Dani,Tier 1,Software Bug
INC_1143,Ticket Created,2026-04-04 09:00:00.000000,Brea,Tier 1,Software Bug
INC_1143,Escalated,2026-04-04 10:00:00.000000,Brea,Tier 1,Software Bug
INC_1143,Awaiting Info,2026-04-04 12:00:00.000000,Frank,Tier 2 - Software,Software Bug
INC_1143,In Progress,2026-04-05 01:07:52.926998,Brea,Tier 1,Software Bug
INC_1143,Resolved,2026-04-05 04:24:56.549378,Frank,Tier 2 - Software,Software Bug
INC_1143,Closed,2026-04-05 06:24:56.549378,Brea,Tier 1,Software Bug
INC_1144,Ticket Created,2026-04-24 17:00:00.000000,Alex,Tier 1,Hardware Failure
INC_1144,Escalated,2026-04-24 18:45:54.748109,Alex,Tier 1,Hardware Failure
INC_1144,In Progress,2026-04-24 19:00:54.748109,Frank,Tier 2 - Software,Hardware Failure
INC_1144,Resolved,2026-04-24 21:46:41.697820,Frank,Tier 2 - Software,Hardware Failure
INC_1144,Closed,2026-04-24 22:46:41.697820,Alex,Tier 1,Hardware Failure
INC_1145,Ticket Created,2026-04-28 16:00:00.000000,Alex,Tier 1,Network Issue
INC_1145,Escalated,2026-04-28 17:39:32.022546,Alex,Tier 1,Network Issue
INC_1145,In Progress,2026-04-28 17:54:32.022546,David,Tier 2 - Network,Network Issue
INC_1145,Resolved,2026-04-29 07:30:29.283222,David,Tier 2 - Network,Network Issue
INC_1145,Closed,2026-04-29 08:30:29.283222,Alex,Tier 1,Network Issue
INC_1146,Ticket Created,2026-04-10 14:00:00.000000,Charlie,Tier 1,Software Bug
INC_1146,Escalated,2026-04-10 15:22:07.173182,Charlie,Tier 1,Software Bug
INC_1146,In Progress,2026-04-10 15:37:07.173182,Grace,Tier 2 - Software,Software Bug
INC_1146,Resolved,2026-04-11 03:56:51.613770,Grace,Tier 2 - Software,Software Bug
INC_1146,Closed,2026-04-11 04:56:51.613770,Charlie,Tier 1,Software Bug
INC_1147,Ticket Created,2026-04-24 15:00:00.000000,Dani,Tier 1,Password Reset
INC_1147,Resolved,2026-04-24 15:46:00.000000,Dani,Tier 1,Password Reset
INC_1147,Closed,2026-04-24 15:56:00.000000,Dani,Tier 1,Password Reset
INC_1148,Ticket Created,2026-04-23 17:00:00.000000,Dani,Tier 1,Network Issue
INC_1148,Escalated,2026-04-23 18:40:55.502493,Dani,Tier 1,Network Issue
INC_1148,In Progress,2026-04-23 18:55:55.502493,David,Tier 2 - Network,Network Issue
INC_1148,Resolved,2026-04-24 10:01:30.822961,David,Tier 2 - Network,Network Issue
INC_1148,Closed,2026-04-24 11:01:30.822961,Dani,Tier 1,Network Issue
INC_1149,Ticket Created,2026-04-25 13:00:00.000000,Brea,Tier 1,Network Issue
INC_1149,Escalated,2026-04-25 13:43:24.682175,Brea,Tier 1,Network Issue
INC_1149,In Progress,2026-04-25 13:58:24.682175,David,Tier 2 - Network,Network Issue
INC_1149,Resolved,2026-04-25 19:52:12.816543,David,Tier 2 - Network,Network Issue
INC_1149,Closed,2026-04-25 20:52:12.816543,Brea,Tier 1,Network Issue
INC_1150,Ticket Created,2026-05-01 17:00:00.000000,Brea,Tier 1,Hardware Failure
INC_1150,Resolved,2026-05-01 18:24:00.000000,Brea,Tier 1,Hardware Failure
INC_1150,Closed,2026-05-01 18:34:00.000000,Brea,Tier 1,Hardware Failure
INC_1151,Ticket Created,2026-04-23 12:00:00.000000,Alex,Tier 1,Software Bug
INC_1151,Escalated,2026-04-23 13:00:00.000000,Alex,Tier 1,Software Bug
INC_1151,Awaiting Info,2026-04-23 15:00:00.000000,Grace,Tier 2 - Software,Software Bug
INC_1151,In Progress,2026-04-24 13:17:57.289614,Alex,Tier 1,Software Bug
INC_1151,Resolved,2026-04-24 16:29:19.912836,Grace,Tier 2 - Software,Software Bug
INC_1151,Closed,2026-04-24 18:29:19.912836,Alex,Tier 1,Software Bug
INC_1152,Ticket Created,2026-04-22 16:00:00.000000,Dani,Tier 1,Network Issue
INC_1152,Escalated,2026-04-22 17:51:03.520041,Dani,Tier 1,Network Issue
INC_1152,In Progress,2026-04-22 18:06:03.520041,David,Tier 2 - Network,Network Issue
INC_1152,Resolved,2026-04-23 11:35:39.065996,David,Tier 2 - Network,Network Issue
INC_1152,Closed,2026-04-23 12:35:39.065996,Dani,Tier 1,Network Issue
INC_1153,Ticket Created,2026-04-05 13:00:00.000000,Alex,Tier 1,Network Issue
INC_1153,Escalated,2026-04-05 14:00:00.000000,Alex,Tier 1,Network Issue
INC_1153,Awaiting Info,2026-04-05 16:00:00.000000,David,Tier 2 - Network,Network Issue
INC_1153,In Progress,2026-04-06 07:10:41.705590,Alex,Tier 1,Network Issue
INC_1153,In Progress,2026-04-06 11:10:41.705590,Henry,Tier 3 - Management,Network Issue
INC_1153,Resolved,2026-04-06 16:26:57.684042,David,Tier 2 - Network,Network Issue
INC_1153,Closed,2026-04-06 18:26:57.684042,Alex,Tier 1,Network Issue
INC_1154,Ticket Created,2026-04-01 17:00:00.000000,Dani,Tier 1,Network Issue
INC_1154,Escalated,2026-04-01 18:14:31.806718,Dani,Tier 1,Network Issue
INC_1154,In Progress,2026-04-01 18:29:31.806718,David,Tier 2 - Network,Network Issue
INC_1154,Resolved,2026-04-02 13:37:52.736836,David,Tier 2 - Network,Network Issue
INC_1154,Closed,2026-04-02 14:37:52.736836,Dani,Tier 1,Network Issue
INC_1155,Ticket Created,2026-04-21 10:00:00.000000,Charlie,Tier 1,Network Issue
INC_1155,Escalated,2026-04-21 11:56:27.863131,Charlie,Tier 1,Network Issue
INC_1155,In Progress,2026-04-21 12:11:27.863131,David,Tier 2 - Network,Network Issue
INC_1155,Resolved,2026-04-22 01:01:54.466787,David,Tier 2 - Network,Network Issue
INC_1155,Closed,2026-04-22 02:01:54.466787,Charlie,Tier 1,Network Issue
INC_1156,Ticket Created,2026-04-21 13:00:00.000000,Dani,Tier 1,Software Bug
INC_1156,Escalated,2026-04-21 14:33:25.194383,Dani,Tier 1,Software Bug
INC_1156,In Progress,2026-04-21 14:48:25.194383,Grace,Tier 2 - Software,Software Bug
INC_1156,Resolved,2026-04-22 00:38:40.714090,Grace,Tier 2 - Software,Software Bug
INC_1156,Closed,2026-04-22 01:38:40.714090,Dani,Tier 1,Software Bug
INC_1157,Ticket Created,2026-04-20 16:00:00.000000,Brea,Tier 1,Software Bug
INC_1157,Escalated,2026-04-20 17:27:20.121383,Brea,Tier 1,Software Bug
INC_1157,In Progress,2026-04-20 17:42:20.121383,Frank,Tier 2 - Software,Software Bug
INC_1157,Resolved,2026-04-21 09:26:23.185632,Frank,Tier 2 - Software,Software Bug
INC_1157,Closed,2026-04-21 10:26:23.185632,Brea,Tier 1,Software Bug
INC_1158,Ticket Created,2026-04-15 16:00:00.000000,Charlie,Tier 1,Software Bug
INC_1158,Resolved,2026-04-15 17:07:00.000000,Charlie,Tier 1,Software Bug
INC_1158,Closed,2026-04-15 17:17:00.000000,Charlie,Tier 1,Software Bug
INC_1159,Ticket Created,2026-04-09 14:00:00.000000,Alex,Tier 1,Hardware Failure
INC_1159,Resolved,2026-04-09 14:26:00.000000,Alex,Tier 1,Hardware Failure
INC_1159,Closed,2026-04-09 14:36:00.000000,Alex,Tier 1,Hardware Failure
INC_1160,Ticket Created,2026-04-27 16:00:00.000000,Dani,Tier 1,Network Issue
INC_1160,Escalated,2026-04-27 16:47:57.057923,Dani,Tier 1,Network Issue
INC_1160,In Progress,2026-04-27 17:02:57.057923,Elena,Tier 2 - Network,Network Issue
INC_1160,Resolved,2026-04-28 02:19:31.472772,Elena,Tier 2 - Network,Network Issue
INC_1160,Closed,2026-04-28 03:19:31.472772,Dani,Tier 1,Network Issue
INC_1161,Ticket Created,2026-04-01 10:00:00.000000,Brea,Tier 1,Software Bug
INC_1161,Escalated,2026-04-01 11:00:00.000000,Brea,Tier 1,Software Bug
INC_1161,Awaiting Info,2026-04-01 13:00:00.000000,Grace,Tier 2 - Software,Software Bug
INC_1161,In Progress,2026-04-02 02:09:37.169442,Brea,Tier 1,Software Bug
INC_1161,Resolved,2026-04-02 07:20:43.155529,Grace,Tier 2 - Software,Software Bug
INC_1161,Closed,2026-04-02 09:20:43.155529,Brea,Tier 1,Software Bug
INC_1162,Ticket Created,2026-04-06 15:00:00.000000,Alex,Tier 1,Software Bug
INC_1162,Escalated,2026-04-06 16:00:00.000000,Alex,Tier 1,Software Bug
INC_1162,Awaiting Info,2026-04-06 18:00:00.000000,Frank,Tier 2 - Software,Software Bug
INC_1162,In Progress,2026-04-07 05:54:15.830672,Alex,Tier 1,Software Bug
INC_1162,Resolved,2026-04-07 08:33:59.740882,Frank,Tier 2 - Software,Software Bug
INC_1162,Closed,2026-04-07 10:33:59.740882,Alex,Tier 1,Software Bug
INC_1163,Ticket Created,2026-05-01 14:00:00.000000,Brea,Tier 1,Hardware Failure
INC_1163,Resolved,2026-05-01 14:31:00.000000,Brea,Tier 1,Hardware Failure
INC_1163,Closed,2026-05-01 14:41:00.000000,Brea,Tier 1,Hardware Failure
INC_1164,Ticket Created,2026-04-22 16:00:00.000000,Alex,Tier 1,Network Issue
INC_1164,Escalated,2026-04-22 17:00:00.000000,Alex,Tier 1,Network Issue
INC_1164,Awaiting Info,2026-04-22 19:00:00.000000,Elena,Tier 2 - Network,Network Issue
INC_1164,In Progress,2026-04-23 08:11:17.112351,Alex,Tier 1,Network Issue
INC_1164,In Progress,2026-04-23 12:11:17.112351,Henry,Tier 3 - Management,Network Issue
INC_1164,Resolved,2026-04-23 16:46:52.746654,Elena,Tier 2 - Network,Network Issue
INC_1164,Closed,2026-04-23 18:46:52.746654,Alex,Tier 1,Network Issue
INC_1165,Ticket Created,2026-04-04 10:00:00.000000,Charlie,Tier 1,Software Bug
INC_1165,Escalated,2026-04-04 11:00:00.000000,Charlie,Tier 1,Software Bug
INC_1165,Awaiting Info,2026-04-04 13:00:00.000000,Frank,Tier 2 - Software,Software Bug
INC_1165,In Progress,2026-04-05 05:03:12.858527,Charlie,Tier 1,Software Bug
INC_1165,Resolved,2026-04-05 08:22:09.410574,Frank,Tier 2 - Software,Software Bug
INC_1165,Closed,2026-04-05 10:22:09.410574,Charlie,Tier 1,Software Bug
INC_1166,Ticket Created,2026-04-17 14:00:00.000000,Dani,Tier 1,Password Reset
INC_1166,Resolved,2026-04-17 15:12:00.000000,Dani,Tier 1,Password Reset
INC_1166,Closed,2026-04-17 15:22:00.000000,Dani,Tier 1,Password Reset
INC_1167,Ticket Created,2026-04-04 10:00:00.000000,Alex,Tier 1,Password Reset
INC_1167,Resolved,2026-04-04 10:46:00.000000,Alex,Tier 1,Password Reset
INC_1167,Closed,2026-04-04 10:56:00.000000,Alex,Tier 1,Password Reset
INC_1168,Ticket Created,2026-04-01 16:00:00.000000,Charlie,Tier 1,Software Bug
INC_1168,Escalated,2026-04-01 17:52:27.708854,Charlie,Tier 1,Software Bug
INC_1168,In Progress,2026-04-01 18:07:27.708854,Frank,Tier 2 - Software,Software Bug
INC_1168,Resolved,2026-04-02 01:20:41.292480,Frank,Tier 2 - Software,Software Bug
INC_1168,Closed,2026-04-02 02:20:41.292480,Charlie,Tier 1,Software Bug
INC_1169,Ticket Created,2026-04-05 14:00:00.000000,Alex,Tier 1,Software Bug
INC_1169,Escalated,2026-04-05 15:00:00.000000,Alex,Tier 1,Software Bug
INC_1169,Awaiting Info,2026-04-05 17:00:00.000000,Grace,Tier 2 - Software,Software Bug
INC_1169,In Progress,2026-04-06 13:07:11.890374,Alex,Tier 1,Software Bug
INC_1169,Resolved,2026-04-06 17:01:48.701867,Grace,Tier 2 - Software,Software Bug
INC_1169,Closed,2026-04-06 19:01:48.701867,Alex,Tier 1,Software Bug
INC_1170,Ticket Created,2026-04-06 17:00:00.000000,Brea,Tier 1,Password Reset
INC_1170,Resolved,2026-04-06 18:29:00.000000,Brea,Tier 1,Password Reset
INC_1170,Closed,2026-04-06 18:39:00.000000,Brea,Tier 1,Password Reset
INC_1171,Ticket Created,2026-04-17 13:00:00.000000,Charlie,Tier 1,Software Bug
INC_1171,Escalated,2026-04-17 14:00:00.000000,Charlie,Tier 1,Software Bug
INC_1171,Awaiting Info,2026-04-17 16:00:00.000000,Grace,Tier 2 - Software,Software Bug
INC_1171,In Progress,2026-04-18 10:37:22.985090,Charlie,Tier 1,Software Bug
INC_1171,Resolved,2026-04-18 14:41:58.085883,Grace,Tier 2 - Software,Software Bug
INC_1171,Closed,2026-04-18 16:41:58.085883,Charlie,Tier 1,Software Bug
INC_1172,Ticket Created,2026-04-23 10:00:00.000000,Dani,Tier 1,Hardware Failure
INC_1172,Escalated,2026-04-23 11:46:03.542933,Dani,Tier 1,Hardware Failure
INC_1172,In Progress,2026-04-23 12:01:03.542933,Grace,Tier 2 - Software,Hardware Failure
INC_1172,Resolved,2026-04-23 16:47:13.335987,Grace,Tier 2 - Software,Hardware Failure
INC_1172,Closed,2026-04-23 17:47:13.335987,Dani,Tier 1,Hardware Failure
INC_1173,Ticket Created,2026-04-16 17:00:00.000000,Brea,Tier 1,Hardware Failure
INC_1173,Resolved,2026-04-16 17:31:00.000000,Brea,Tier 1,Hardware Failure
INC_1173,Closed,2026-04-16 17:41:00.000000,Brea,Tier 1,Hardware Failure
INC_1174,Ticket Created,2026-04-08 12:00:00.000000,Charlie,Tier 1,Password Reset
INC_1174,Resolved,2026-04-08 13:13:00.000000,Charlie,Tier 1,Password Reset
INC_1174,Closed,2026-04-08 13:23:00.000000,Charlie,Tier 1,Password Reset
INC_1175,Ticket Created,2026-05-01 09:00:00.000000,Charlie,Tier 1,Password Reset
INC_1175,Resolved,2026-05-01 10:23:00.000000,Charlie,Tier 1,Password Reset
INC_1175,Closed,2026-05-01 10:33:00.000000,Charlie,Tier 1,Password Reset
INC_1176,Ticket Created,2026-04-06 10:00:00.000000,Brea,Tier 1,Password Reset
INC_1176,Resolved,2026-04-06 10:35:00.000000,Brea,Tier 1,Password Reset
INC_1176,Closed,2026-04-06 10:45:00.000000,Brea,Tier 1,Password Reset
INC_1177,Ticket Created,2026-04-01 16:00:00.000000,Brea,Tier 1,Password Reset
INC_1177,Resolved,2026-04-01 16:47:00.000000,Brea,Tier 1,Password Reset
INC_1177,Closed,2026-04-01 16:57:00.000000,Brea,Tier 1,Password Reset
INC_1178,Ticket Created,2026-04-14 13:00:00.000000,Alex,Tier 1,Hardware Failure
INC_1178,Resolved,2026-04-14 13:47:00.000000,Alex,Tier 1,Hardware Failure
INC_1178,Closed,2026-04-14 13:57:00.000000,Alex,Tier 1,Hardware Failure
INC_1179,Ticket Created,2026-04-27 09:00:00.000000,Dani,Tier 1,Hardware Failure
INC_1179,Escalated,2026-04-27 10:15:05.327208,Dani,Tier 1,Hardware Failure
INC_1179,In Progress,2026-04-27 10:30:05.327208,Grace,Tier 2 - Software,Hardware Failure
INC_1179,Resolved,2026-04-27 14:57:30.224948,Grace,Tier 2 - Software,Hardware Failure
INC_1179,Closed,2026-04-27 15:57:30.224948,Dani,Tier 1,Hardware Failure
INC_1180,Ticket Created,2026-04-04 11:00:00.000000,Charlie,Tier 1,Password Reset
INC_1180,Resolved,2026-04-04 11:44:00.000000,Charlie,Tier 1,Password Reset
INC_1180,Closed,2026-04-04 11:54:00.000000,Charlie,Tier 1,Password Reset
INC_1181,Ticket Created,2026-04-21 13:00:00.000000,Brea,Tier 1,Network Issue
INC_1181,Escalated,2026-04-21 14:45:47.656347,Brea,Tier 1,Network Issue
INC_1181,In Progress,2026-04-21 15:00:47.656347,Elena,Tier 2 - Network,Network Issue
INC_1181,Resolved,2026-04-22 06:10:07.140352,Elena,Tier 2 - Network,Network Issue
INC_1181,Closed,2026-04-22 07:10:07.140352,Brea,Tier 1,Network Issue
INC_1182,Ticket Created,2026-04-06 10:00:00.000000,Dani,Tier 1,Network Issue
INC_1182,Escalated,2026-04-06 11:57:27.103083,Dani,Tier 1,Network Issue
INC_1182,In Progress,2026-04-06 12:12:27.103083,Elena,Tier 2 - Network,Network Issue
INC_1182,Resolved,2026-04-06 19:25:42.927035,Elena,Tier 2 - Network,Network Issue
INC_1182,Closed,2026-04-06 20:25:42.927035,Dani,Tier 1,Network Issue
INC_1183,Ticket Created,2026-04-10 13:00:00.000000,Dani,Tier 1,Hardware Failure
INC_1183,Resolved,2026-04-10 14:19:00.000000,Dani,Tier 1,Hardware Failure
INC_1183,Closed,2026-04-10 14:29:00.000000,Dani,Tier 1,Hardware Failure
INC_1184,Ticket Created,2026-05-01 16:00:00.000000,Charlie,Tier 1,Network Issue
INC_1184,Escalated,2026-05-01 17:21:46.458458,Charlie,Tier 1,Network Issue
INC_1184,In Progress,2026-05-01 17:36:46.458458,Elena,Tier 2 - Network,Network Issue
INC_1184,Resolved,2026-05-02 05:27:29.842651,Elena,Tier 2 - Network,Network Issue
INC_1184,Closed,2026-05-02 06:27:29.842651,Charlie,Tier 1,Network Issue
INC_1185,Ticket Created,2026-04-05 13:00:00.000000,Alex,Tier 1,Hardware Failure
INC_1185,Resolved,2026-04-05 13:24:00.000000,Alex,Tier 1,Hardware Failure
INC_1185,Closed,2026-04-05 13:34:00.000000,Alex,Tier 1,Hardware Failure
INC_1186,Ticket Created,2026-04-30 09:00:00.000000,Charlie,Tier 1,Password Reset
INC_1186,Resolved,2026-04-30 09:39:00.000000,Charlie,Tier 1,Password Reset
INC_1186,Closed,2026-04-30 09:49:00.000000,Charlie,Tier 1,Password Reset
INC_1187,Ticket Created,2026-04-27 09:00:00.000000,Alex,Tier 1,Network Issue
INC_1187,Escalated,2026-04-27 09:59:24.186049,Alex,Tier 1,Network Issue
INC_1187,In Progress,2026-04-27 10:14:24.186049,David,Tier 2 - Network,Network Issue
INC_1187,Resolved,2026-04-27 23:34:39.926391,David,Tier 2 - Network,Network Issue
INC_1187,Closed,2026-04-28 00:34:39.926391,Alex,Tier 1,Network Issue
INC_1188,Ticket Created,2026-04-21 14:00:00.000000,Brea,Tier 1,Network Issue
INC_1188,Escalated,2026-04-21 15:00:00.000000,Brea,Tier 1,Network Issue
INC_1188,Awaiting Info,2026-04-21 17:00:00.000000,Elena,Tier 2 - Network,Network Issue
INC_1188,In Progress,2026-04-22 15:43:33.634759,Brea,Tier 1,Network Issue
INC_1188,In Progress,2026-04-22 19:43:33.634759,Henry,Tier 3 - Management,Network Issue
INC_1188,Resolved,2026-04-22 22:12:29.775014,Elena,Tier 2 - Network,Network Issue
INC_1188,Closed,2026-04-23 00:12:29.775014,Brea,Tier 1,Network Issue
INC_1189,Ticket Created,2026-04-19 11:00:00.000000,Brea,Tier 1,Hardware Failure
INC_1189,Escalated,2026-04-19 12:21:55.306919,Brea,Tier 1,Hardware Failure
INC_1189,In Progress,2026-04-19 12:36:55.306919,Frank,Tier 2 - Software,Hardware Failure
INC_1189,Resolved,2026-04-19 17:27:25.792124,Frank,Tier 2 - Software,Hardware Failure
INC_1189,Closed,2026-04-19 18:27:25.792124,Brea,Tier 1,Hardware Failure
INC_1190,Ticket Created,2026-04-30 11:00:00.000000,Dani,Tier 1,Password Reset
INC_1190,Resolved,2026-04-30 11:53:00.000000,Dani,Tier 1,Password Reset
INC_1190,Closed,2026-04-30 12:03:00.000000,Dani,Tier 1,Password Reset
INC_1191,Ticket Created,2026-04-12 14:00:00.000000,Dani,Tier 1,Network Issue
INC_1191,Escalated,2026-04-12 15:02:07.591221,Dani,Tier 1,Network Issue
INC_1191,In Progress,2026-04-12 15:17:07.591221,David,Tier 2 - Network,Network Issue
INC_1191,Resolved,2026-04-12 22:37:23.968209,David,Tier 2 - Network,Network Issue
INC_1191,Closed,2026-04-12 23:37:23.968209,Dani,Tier 1,Network Issue
INC_1192,Ticket Created,2026-04-29 16:00:00.000000,Alex,Tier 1,Hardware Failure
INC_1192,Escalated,2026-04-29 16:41:28.304878,Alex,Tier 1,Hardware Failure
INC_1192,In Progress,2026-04-29 16:56:28.304878,Grace,Tier 2 - Software,Hardware Failure
INC_1192,Resolved,2026-04-29 20:14:27.794915,Grace,Tier 2 - Software,Hardware Failure
INC_1192,Closed,2026-04-29 21:14:27.794915,Alex,Tier 1,Hardware Failure
INC_1193,Ticket Created,2026-04-28 16:00:00.000000,Alex,Tier 1,Password Reset
INC_1193,Resolved,2026-04-28 16:31:00.000000,Alex,Tier 1,Password Reset
INC_1193,Closed,2026-04-28 16:41:00.000000,Alex,Tier 1,Password Reset
INC_1194,Ticket Created,2026-04-09 14:00:00.000000,Alex,Tier 1,Network Issue
INC_1194,Escalated,2026-04-09 14:37:58.967916,Alex,Tier 1,Network Issue
INC_1194,In Progress,2026-04-09 14:52:58.967916,Elena,Tier 2 - Network,Network Issue
INC_1194,Resolved,2026-04-10 00:40:01.633631,Elena,Tier 2 - Network,Network Issue
INC_1194,Closed,2026-04-10 01:40:01.633631,Alex,Tier 1,Network Issue
INC_1195,Ticket Created,2026-04-30 10:00:00.000000,Brea,Tier 1,Network Issue
INC_1195,Escalated,2026-04-30 10:49:08.199353,Brea,Tier 1,Network Issue
INC_1195,In Progress,2026-04-30 11:04:08.199353,David,Tier 2 - Network,Network Issue
INC_1195,Resolved,2026-05-01 02:51:53.235292,David,Tier 2 - Network,Network Issue
INC_1195,Closed,2026-05-01 03:51:53.235292,Brea,Tier 1,Network Issue
INC_1196,Ticket Created,2026-04-04 14:00:00.000000,Charlie,Tier 1,Software Bug
INC_1196,Escalated,2026-04-04 15:32:07.909358,Charlie,Tier 1,Software Bug
INC_1196,In Progress,2026-04-04 15:47:07.909358,Grace,Tier 2 - Software,Software Bug
INC_1196,Resolved,2026-04-05 01:18:43.765511,Grace,Tier 2 - Software,Software Bug
INC_1196,Closed,2026-04-05 02:18:43.765511,Charlie,Tier 1,Software Bug
INC_1197,Ticket Created,2026-04-21 11:00:00.000000,Brea,Tier 1,Software Bug
INC_1197,Escalated,2026-04-21 12:44:59.546845,Brea,Tier 1,Software Bug
INC_1197,In Progress,2026-04-21 12:59:59.546845,Frank,Tier 2 - Software,Software Bug
INC_1197,Resolved,2026-04-22 01:52:17.736516,Frank,Tier 2 - Software,Software Bug
INC_1197,Closed,2026-04-22 02:52:17.736516,Brea,Tier 1,Software Bug
INC_1198,Ticket Created,2026-04-19 12:00:00.000000,Brea,Tier 1,Hardware Failure
INC_1198,Resolved,2026-04-19 12:29:00.000000,Brea,Tier 1,Hardware Failure
INC_1198,Closed,2026-04-19 12:39:00.000000,Brea,Tier 1,Hardware Failure
INC_1199,Ticket Created,2026-04-27 17:00:00.000000,Brea,Tier 1,Hardware Failure
INC_1199,Resolved,2026-04-27 18:25:00.000000,Brea,Tier 1,Hardware Failure
INC_1199,Closed,2026-04-27 18:35:00.000000,Brea,Tier 1,Hardware Failure
INC_1200,Ticket Created,2026-04-01 15:00:00.000000,Alex,Tier 1,Network Issue
INC_1200,Resolved,2026-04-01 16:24:00.000000,Alex,Tier 1,Network Issue
INC_1200,Closed,2026-04-01 16:34:00.000000,Alex,Tier 1,Network Issue
INC_1201,Ticket Created,2026-04-16 14:00:00.000000,Alex,Tier 1,Hardware Failure
INC_1201,Escalated,2026-04-16 14:42:56.681675,Alex,Tier 1,Hardware Failure
INC_1201,In Progress,2026-04-16 14:57:56.681675,Frank,Tier 2 - Software,Hardware Failure
INC_1201,Resolved,2026-04-16 19:21:22.922880,Frank,Tier 2 - Software,Hardware Failure
INC_1201,Closed,2026-04-16 20:21:22.922880,Alex,Tier 1,Hardware Failure
INC_1202,Ticket Created,2026-04-12 14:00:00.000000,Alex,Tier 1,Software Bug
INC_1202,Escalated,2026-04-12 15:51:48.166567,Alex,Tier 1,Software Bug
INC_1202,In Progress,2026-04-12 16:06:48.166567,Frank,Tier 2 - Software,Software Bug
INC_1202,Resolved,2026-04-12 21:22:33.405012,Frank,Tier 2 - Software,Software Bug
INC_1202,Closed,2026-04-12 22:22:33.405012,Alex,Tier 1,Software Bug
INC_1203,Ticket Created,2026-04-07 09:00:00.000000,Dani,Tier 1,Password Reset
INC_1203,Resolved,2026-04-07 09:31:00.000000,Dani,Tier 1,Password Reset
INC_1203,Closed,2026-04-07 09:41:00.000000,Dani,Tier 1,Password Reset
INC_1204,Ticket Created,2026-04-09 17:00:00.000000,Dani,Tier 1,Software Bug
INC_1204,Escalated,2026-04-09 17:57:53.306587,Dani,Tier 1,Software Bug
INC_1204,In Progress,2026-04-09 18:12:53.306587,Grace,Tier 2 - Software,Software Bug
INC_1204,Resolved,2026-04-10 08:48:44.729475,Grace,Tier 2 - Software,Software Bug
INC_1204,Closed,2026-04-10 09:48:44.729475,Dani,Tier 1,Software Bug
INC_1205,Ticket Created,2026-04-09 13:00:00.000000,Alex,Tier 1,Software Bug
INC_1205,Escalated,2026-04-09 14:24:26.065841,Alex,Tier 1,Software Bug
INC_1205,In Progress,2026-04-09 14:39:26.065841,Frank,Tier 2 - Software,Software Bug
INC_1205,Resolved,2026-04-10 01:18:56.725767,Frank,Tier 2 - Software,Software Bug
INC_1205,Closed,2026-04-10 02:18:56.725767,Alex,Tier 1,Software Bug
INC_1206,Ticket Created,2026-04-20 13:00:00.000000,Alex,Tier 1,Software Bug
INC_1206,Escalated,2026-04-20 14:00:00.000000,Alex,Tier 1,Software Bug
INC_1206,Awaiting Info,2026-04-20 16:00:00.000000,Grace,Tier 2 - Software,Software Bug
INC_1206,In Progress,2026-04-21 02:20:43.694829,Alex,Tier 1,Software Bug
INC_1206,Resolved,2026-04-21 06:16:08.784894,Grace,Tier 2 - Software,Software Bug
INC_1206,Closed,2026-04-21 08:16:08.784894,Alex,Tier 1,Software Bug
INC_1207,Ticket Created,2026-04-08 17:00:00.000000,Dani,Tier 1,Software Bug
INC_1207,Escalated,2026-04-08 18:13:04.747197,Dani,Tier 1,Software Bug
INC_1207,In Progress,2026-04-08 18:28:04.747197,Frank,Tier 2 - Software,Software Bug
INC_1207,Resolved,2026-04-09 13:20:28.657389,Frank,Tier 2 - Software,Software Bug
